Prey Highest,Prey Higher,Prey Phylum,Prey Class,Prey Order,Prey Family,Prey Genus,Prey Species,Prey Species Current,Prey Species ID #,Prey Count,Snake Species,Snake Subspecies,FullSpName,Snake Species ID #,Snake Age Class,Snake SVL(mm),Snake Sex,Location,Latitude,Longitude,Citation,Full Citation,Reference DOI
Mammal,Vole,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,,,ITIS:180296,3,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,,,,"Kyburtz Flat, Sierra County, California",,,White and Kolb 1974,"White M. and Kolb J.A. 1974. A preliminary study of Thamnophis near Sagehen Creek, California. Copeia, 1974: 126–136.",https://doi.org/10.2307/1443014
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,,,ITIS:173498,30,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,,,,"Kyburtz Flat, Sierra County, California",,,White and Kolb 1974,"White M. and Kolb J.A. 1974. A preliminary study of Thamnophis near Sagehen Creek, California. Copeia, 1974: 126–136.",https://doi.org/10.2307/1443014
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates sylvaticus,Lithobates sylvaticus,ITIS:775117,29,Thamnophis sirtalis, pareitalis,Thamnophis sirtalis pareitalis,ITIS:209099,,,,Interlake region of Manitoba between Lake Minetoba and Lake Winnipeg,,,Gregory and stewart 1975,Gregory P.T. and Stewart K.W. 1975. Long-distance dispersal and feeding strategy of the red-sided garter snake (Thamnophis sirtalis parietalis) in the Interlake of Manitoba. Can. J. Zool. 53(3): 238–245.,https://doi.org/10.1139/z75-03
Amphibian,Frog Tadpoles,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates sylvaticus,Lithobates sylvaticus,ITIS:775117,41,Thamnophis sirtalis, pareitalis,Thamnophis sirtalis pareitalis,ITIS:209099,,,,Interlake region of Manitoba between Lake Minetoba and Lake Winnipeg,,,Gregory and stewart 1975,Gregory P.T. and Stewart K.W. 1975. Long-distance dispersal and feeding strategy of the red-sided garter snake (Thamnophis sirtalis parietalis) in the Interlake of Manitoba. Can. J. Zool. 53(3): 238–245.,https://doi.org/10.1139/z75-03
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Pseudacris,,,ITIS:173523,5,Thamnophis sirtalis, pareitalis,Thamnophis sirtalis pareitalis,ITIS:209099,,,,Interlake region of Manitoba between Lake Minetoba and Lake Winnipeg,,,Gregory and stewart 1975,Gregory P.T. and Stewart K.W. 1975. Long-distance dispersal and feeding strategy of the red-sided garter snake (Thamnophis sirtalis parietalis) in the Interlake of Manitoba. Can. J. Zool. 53(3): 238–245.,https://doi.org/10.1139/z75-03
Bird,Bird Juvenile,Chordata,Aves,Passeriformes,Passeridae ,,,,ITIS:553446,1,Thamnophis sirtalis, pareitalis,Thamnophis sirtalis pareitalis,ITIS:209099,,,,Interlake region of Manitoba between Lake Minetoba and Lake Winnipeg,,,Gregory and stewart 1975,Gregory P.T. and Stewart K.W. 1975. Long-distance dispersal and feeding strategy of the red-sided garter snake (Thamnophis sirtalis parietalis) in the Interlake of Manitoba. Can. J. Zool. 53(3): 238–245.,https://doi.org/10.1139/z75-03
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,,,,,ITIS:568835,9,Thamnophis sirtalis, pareitalis,Thamnophis sirtalis pareitalis,ITIS:209099,,,,Interlake region of Manitoba between Lake Minetoba and Lake Winnipeg,,,Gregory and stewart 1975,Gregory P.T. and Stewart K.W. 1975. Long-distance dispersal and feeding strategy of the red-sided garter snake (Thamnophis sirtalis parietalis) in the Interlake of Manitoba. Can. J. Zool. 53(3): 238–245.,https://doi.org/10.1139/z75-03
Amphibian ,Frog Tadpole,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla versicolor,Dryophytes versicolor,ITIS:1095495,5,Thamnophis sirtalis,,Thamnophis sirtalis,ITIS:174136,,,,Canada,,,Hart 1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis).",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana sylvatica,Lithobates sylvaticus,ITIS:775117,39,Thamnophis sirtalis,,Thamnophis sirtalis,ITIS:174136,,,,Canada,,,Hart 1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis).",
Amphibian ,Frog Tadpole,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris triseriata,Pseudacris triseriata,ITIS:173525,15,Thamnophis sirtalis,,Thamnophis sirtalis,ITIS:174136,,,,Canada,,,Hart 1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis).",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,,,ITIS:773227,5,Thamnophis sirtalis,,Thamnophis sirtalis,ITIS:174136,,,,Canada,,,Hart 1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis).",
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,,,,,ITIS:568835,6,Thamnophis sirtalis,,Thamnophis sirtalis,ITIS:174136,,,,Canada,,,Hart 1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis).",
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,ITIS:998439,2,Thamnophis sirtalis,,Thamnophis sirtalis,ITIS:174136,,,,Canada,,,Hart 1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis).",
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma gracile,Ambystoma gracile,ITIS:173597,18,Thamnophis sirtalis, infernalis,Thamnophis sirtalis infernalis,ITIS:209096,,,,"8 km SSW. of Orick, Humbolt Co., California",,,Arnold 1978,"Arnold, S. J. (1978). Some effects of early experience on feeding responses in the common garter snake, Thamnophis sirtalis. Animal Behaviour, 26, 455–462. https://doi.org/10.1016/0003-3472(78)90062-3",https://doi.org/10.1016/0003-3472(78)90062-3
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla regilla,Pseudacris regilla,ITIS:207313,18,Thamnophis sirtalis, infernalis,Thamnophis sirtalis infernalis,ITIS:209096,,,,"8 km SSW. of Orick, Humbolt Co., California",,,Arnold 1978,"Arnold, S. J. (1978). Some effects of early experience on feeding responses in the common garter snake, Thamnophis sirtalis. Animal Behaviour, 26, 455–462. https://doi.org/10.1016/0003-3472(78)90062-3",https://doi.org/10.1016/0003-3472(78)90062-3
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana aurora,Rana aurora,ITIS:173446,25,Thamnophis sirtalis, infernalis,Thamnophis sirtalis infernalis,ITIS:209096,,,,"8 km SSW. of Orick, Humbolt Co., California",,,Arnold 1978,"Arnold, S. J. (1978). Some effects of early experience on feeding responses in the common garter snake, Thamnophis sirtalis. Animal Behaviour, 26, 455–462. https://doi.org/10.1016/0003-3472(78)90062-3",https://doi.org/10.1016/0003-3472(78)90062-3
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Hesperoleucus,,,ITIS:163564,2,Thamnophis sirtalis, infernalis,Thamnophis sirtalis infernalis,ITIS:209096,,,,"8 km SSW. of Orick, Humbolt Co., California",,,Arnold 1978,"Arnold, S. J. (1978). Some effects of early experience on feeding responses in the common garter snake, Thamnophis sirtalis. Animal Behaviour, 26, 455–462. https://doi.org/10.1016/0003-3472(78)90062-3",https://doi.org/10.1016/0003-3472(78)90062-3
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma opacum,Ambystoma opacum,ITIS:173591,2,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma opacum,Ambystoma opacum,ITIS:173591,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,35.54722,-79.39019,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus fowleri,Anaxyrus fowleri,ITIS:773520,2,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus fowleri,Anaxyrus fowleri,ITIS:773520,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,35.54722,-79.39019,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus quercicus,Anaxyrus quercicus,ITIS:773528,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus quercicus,Anaxyrus quercicus,ITIS:773528,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,35.54722,-79.39019,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla chrysoscelis,Dryophytes chrysoscelis,ITIS:1098527,2,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla chrysoscelis,Dryophytes chrysoscelis,ITIS:1098527,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,35.54722,-79.39019,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Eurycea,Eurycea bislineata,Eurycea bislineata,ITIS:173685,2,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Eurycea,Eurycea bislineata,Eurycea bislineata,ITIS:173685,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,35.54722,-79.39019,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana palustris,Lithobates palustris,ITIS:775107,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates palustris,Lithobates palustris,ITIS:775107,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,35.54722,-79.39019,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon glutinosus,Plethodon glutinosus,ITIS:173650,2,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon glutinosus,Plethodon glutinosus,ITIS:173650,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,35.54722,-79.39019,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,ITIS:974504,2,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Pseudotriton,,,ITIS:173679,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Pseudotriton,,,ITIS:173679,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,35.54722,-79.39019,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,,,,,ITIS:173423,2,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,35.54722,-79.39019,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,ITIS:998439,2,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,35.54722,-79.39019,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian ,Salamander Adult,Chordata,Amphibia,Urodela,,,,,ITIS:668181,3,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,United States,35.54722,-79.39019,Brown 1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124.",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus americanus,Anaxyrus americanus,ITIS:773511,4,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Douglas Lake, MI",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus americanus,Anaxyrus americanus,ITIS:773511,4,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Tompkins, Tioga, and Sullivan Counties, NY",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Bird,Bird Adult,Chordata,Aves,Passeriformes,Turdidae,Catharus,Catharus guttatus,Catharus guttatus,ITIS:179779,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Douglas Lake, MI",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Eurycea,Eurycea bislineata,Eurycea bislineata,ITIS:173685,2,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Tompkins, Tioga, and Sullivan Counties, NY",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Bird,Bird Adult,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,Geothlypis trichas,Geothlypis trichas,ITIS:178944,2,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Douglas Lake, MI",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana clamitans,Lithobates clamitans,ITIS:775087,8,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Douglas Lake, MI",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana pipiens,Lithobates pipiens,ITIS:775108,3,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Tompkins, Tioga, and Sullivan Counties, NY",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana pipiens,Lithobates pipiens,ITIS:775108,20,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Douglas Lake, MI",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana septenrionalis,Lithobates septentrionalis,ITIS:775112,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Tompkins, Tioga, and Sullivan Counties, NY",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana sylvatica,Lithobates sylvaticus,ITIS:775117,2,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Douglas Lake, MI",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana sylvatica,Lithobates sylvaticus,ITIS:775117,3,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Tompkins, Tioga, and Sullivan Counties, NY",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Notemigonus,Notemigonus crysoleucas,Notemigonus crysoleucas,ITIS:163368,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Tompkins, Tioga, and Sullivan Counties, NY",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon cinereus ,Plethodon cinereus ,ITIS:173649,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Tompkins, Tioga, and Sullivan Counties, NY",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla crucifer,Pseudacris crucifer,ITIS:207303,4,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Douglas Lake, MI",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Mammal,Mouse,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,,,ITIS:180275,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Douglas Lake, MI",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,ITIS:974504,3,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Douglas Lake, MI",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,ITIS:974504,14,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Tompkins, Tioga, and Sullivan Counties, NY",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Amphibian,Frog Tadpoles,Chordata,Amphibia,Anura,Ranidae,Rana,,,ITIS:173434,6,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,"Douglas Lake, MI",,,Brown 1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.,https://doi.org/10.2307/2425088
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus americanus,Anaxyrus americanus,ITIS:773511,3,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,Canada,42.1,-83.08333,Catling and Freedman 1980,"Catling, PM.; Freedman, B. (1980). Food and feeding behavior of sympatric snakes at Amherstburg, Ontario. Canadian Field-Naturalist 94(1): 28-33",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates pipiens,Lithobates pipiens,ITIS:775108,2,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,Canada,42.1,-83.08333,Catling and Freedman 1980,"Catling, PM.; Freedman, B. (1980). Food and feeding behavior of sympatric snakes at Amherstburg, Ontario. Canadian Field-Naturalist 94(1): 28-33",
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,ITIS:998439,6,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,,,,Canada,42.1,-83.08333,Catling and Freedman 1980,"Catling, PM.; Freedman, B. (1980). Food and feeding behavior of sympatric snakes at Amherstburg, Ontario. Canadian Field-Naturalist 94(1): 28-33",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Acris,Acris crepitans,Acris crepitans,ITIS:173520,4,Thamnophis sirtalis, pareitalis,Thamnophis sirtalis pareitalis,ITIS:209099,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch 1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97.",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus americanus,Anaxyrus americanus,ITIS:773511,10,Thamnophis sirtalis, pareitalis,Thamnophis sirtalis pareitalis,ITIS:209099,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch 1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97.",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus woodhousii,Anaxyrus woodhousii,ITIS:773532,4,Thamnophis sirtalis, pareitalis,Thamnophis sirtalis pareitalis,ITIS:209099,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch 1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97.",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla chrysoscelis,Dryophytes chrysoscelis,ITIS:1098527,7,Thamnophis sirtalis, pareitalis,Thamnophis sirtalis pareitalis,ITIS:209099,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch 1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97.",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana blairi,Lithobates blairi,ITIS:775080,25,Thamnophis sirtalis, pareitalis,Thamnophis sirtalis pareitalis,ITIS:209099,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch 1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97.",
